CRUISE6,YEAR,SEASON,STRATUM,TOW,STATION,SVSPP,LENGTH,INDWT,SEX,AGE,MATURITY,AVGDEPTH,BOTTEMP,STOCK 
198002,1980,SPRING,1160,5,596,102,49,,1,6,,77,5.8,GB
198002,1980,SPRING,1190,6,606,102,34,,1,4,,56,5.8,GB
198002,1980,SPRING,1190,7,580,102,53,,2,9,,41,6.1,GB
198002,1980,SPRING,1190,8,577,102,28,,1,3,,45,6.3,GB
198002,1980,SPRING,1200,2,610,102,51,,2,9,,38,6.6,GB
198002,1980,SPRING,1200,3,555,102,27,,1,3,,55,5.7,GB
198002,1980,SPRING,1210,3,612,102,42,,2,7,,94,5.2,GB
198002,1980,SPRING,1210,3,612,102,53,,2,10,,94,5.2,GB
198002,1980,SPRING,1210,3,612,102,42,,2,7,,94,5.2,GB
198002,1980,SPRING,1210,3,612,102,65,,1,14,,94,5.2,GB
198002,1980,SPRING,1220,1,598,102,49,,2,7,,148,12.3,GB
198002,1980,SPRING,1220,1,598,102,35,,2,5,,148,12.3,GB
198002,1980,SPRING,1220,1,598,102,31,,2,4,,148,12.3,GB
198002,1980,SPRING,1220,1,598,102,30,,2,3,,148,12.3,GB
198002,1980,SPRING,1220,1,598,102,30,,2,3,,148,12.3,GB
198002,1980,SPRING,1220,1,598,102,30,,2,3,,148,12.3,GB
198002,1980,SPRING,1220,1,598,102,29,,2,3,,148,12.3,GB
198002,1980,SPRING,1220,1,598,102,29,,2,3,,148,12.3,GB
198002,1980,SPRING,1220,1,598,102,29,,2,3,,148,12.3,GB
198002,1980,SPRING,1220,1,598,102,23,,2,3,,148,12.3,GB
198002,1980,SPRING,1220,1,598,102,34,,1,5,,148,12.3,GB
198002,1980,SPRING,1220,1,598,102,29,,1,3,,148,12.3,GB
198002,1980,SPRING,1220,1,598,102,29,,1,3,,148,12.3,GB
198002,1980,SPRING,1220,1,598,102,29,,1,3,,148,12.3,GB
198002,1980,SPRING,1220,1,598,102,28,,1,3,,148,12.3,GB
198002,1980,SPRING,1220,1,598,102,27,,1,3,,148,12.3,GB
198002,1980,SPRING,1220,1,598,102,25,,1,3,,148,12.3,GB
198002,1980,SPRING,1220,2,613,102,47,,2,7,,169,5.2,GB
198002,1980,SPRING,1220,2,613,102,35,,2,5,,169,5.2,GB
198002,1980,SPRING,1220,2,613,102,49,,1,7,,169,5.2,GB
198002,1980,SPRING,1220,2,613,102,27,,1,3,,169,5.2,GB
198002,1980,SPRING,1220,2,613,102,50,,2,8,,169,5.2,GB
198002,1980,SPRING,1220,2,613,102,40,,2,5,,169,5.2,GB
198002,1980,SPRING,1220,2,613,102,36,,2,5,,169,5.2,GB
198002,1980,SPRING,1220,2,613,102,35,,2,5,,169,5.2,GB
198002,1980,SPRING,1220,2,613,102,31,,2,4,,169,5.2,GB
198002,1980,SPRING,1220,2,613,102,30,,2,4,,169,5.2,GB
198002,1980,SPRING,1220,2,613,102,27,,2,3,,169,5.2,GB
198002,1980,SPRING,1220,2,613,102,36,,1,5,,169,5.2,GB
198002,1980,SPRING,1220,2,613,102,34,,1,5,,169,5.2,GB
198002,1980,SPRING,1220,2,613,102,30,,1,4,,169,5.2,GB
198002,1980,SPRING,1230,3,287,102,47,,2,8,,100,4.5,GB
198002,1980,SPRING,1230,3,287,102,46,,2,5,,100,4.5,GB
198002,1980,SPRING,1230,3,287,102,38,,2,5,,100,4.5,GB
198002,1980,SPRING,1230,3,287,102,35,,1,5,,100,4.5,GB
198002,1980,SPRING,1230,3,287,102,31,,1,4,,100,4.5,GB
198002,1980,SPRING,1230,3,287,102,30,,1,3,,100,4.5,GB
198002,1980,SPRING,1230,3,287,102,28,,1,3,,100,4.5,GB
198002,1980,SPRING,1230,3,287,102,27,,1,3,,100,4.5,GB
198002,1980,SPRING,1230,3,287,102,25,,1,3,,100,4.5,GB
198002,1980,SPRING,1230,3,287,102,24,,1,3,,100,4.5,GB
198002,1980,SPRING,1230,4,554,102,27,,2,3,,75,5.1,GB
198002,1980,SPRING,1230,4,554,102,26,,1,3,,75,5.1,GB
198002,1980,SPRING,1240,1,615,102,36,,2,7,,170,5.7,GOM
198002,1980,SPRING,1240,1,615,102,32,,2,4,,170,5.7,GOM
198002,1980,SPRING,1240,1,615,102,27,,2,3,,170,5.7,GOM
198002,1980,SPRING,1240,1,615,102,53,,2,8,,170,5.7,GOM
198002,1980,SPRING,1240,1,615,102,43,,2,7,,170,5.7,GOM
198002,1980,SPRING,1240,1,615,102,36,,2,6,,170,5.7,GOM
198002,1980,SPRING,1240,1,615,102,35,,2,5,,170,5.7,GOM
198002,1980,SPRING,1240,1,615,102,33,,2,4,,170,5.7,GOM
198002,1980,SPRING,1240,1,615,102,32,,2,4,,170,5.7,GOM
198002,1980,SPRING,1240,1,615,102,32,,2,4,,170,5.7,GOM
198002,1980,SPRING,1240,1,615,102,31,,2,4,,170,5.7,GOM
198002,1980,SPRING,1240,1,615,102,27,,2,3,,170,5.7,GOM
198002,1980,SPRING,1240,1,615,102,32,,1,4,,170,5.7,GOM
198002,1980,SPRING,1240,1,615,102,32,,1,4,,170,5.7,GOM
198002,1980,SPRING,1240,3,616,102,42,,2,7,,173,5.4,GOM
198002,1980,SPRING,1240,3,616,102,41,,2,6,,173,5.4,GOM
198002,1980,SPRING,1240,3,616,102,35,,1,4,,173,5.4,GOM
198002,1980,SPRING,1240,3,616,102,33,,1,4,,173,5.4,GOM
198002,1980,SPRING,1240,3,616,102,32,,1,4,,173,5.4,GOM
198002,1980,SPRING,1240,3,616,102,32,,1,4,,173,5.4,GOM
198002,1980,SPRING,1240,5,619,102,33,,2,5,,170,4.8,GOM
198002,1980,SPRING,1240,5,619,102,37,,1,6,,170,4.8,GOM
198002,1980,SPRING,1240,5,619,102,31,,1,5,,170,4.8,GOM
198002,1980,SPRING,1240,5,619,102,28,,1,5,,170,4.8,GOM
198002,1980,SPRING,1240,6,286,102,49,,2,7,,138,4.7,GOM
198002,1980,SPRING,1240,6,286,102,42,,2,6,,138,4.7,GOM
198002,1980,SPRING,1240,6,286,102,39,,2,6,,138,4.7,GOM
198002,1980,SPRING,1240,6,286,102,36,,2,5,,138,4.7,GOM
198002,1980,SPRING,1240,6,286,102,34,,2,5,,138,4.7,GOM
198002,1980,SPRING,1240,6,286,102,33,,2,4,,138,4.7,GOM
198002,1980,SPRING,1240,6,286,102,30,,2,4,,138,4.7,GOM
198002,1980,SPRING,1240,6,286,102,25,,2,3,,138,4.7,GOM
198002,1980,SPRING,1240,6,286,102,21,,2,2,,138,4.7,GOM
198002,1980,SPRING,1240,6,286,102,36,,1,4,,138,4.7,GOM
198002,1980,SPRING,1240,6,286,102,33,,1,4,,138,4.7,GOM
198002,1980,SPRING,1240,6,286,102,29,,1,4,,138,4.7,GOM
198002,1980,SPRING,1260,1,301,102,42,,2,7,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,38,,2,7,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,36,,2,5,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,34,,2,5,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,32,,2,4,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,29,,2,4,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,28,,2,3,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,22,,2,3,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,32,,1,4,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,30,,1,4,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,23,,1,3,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,52,,2,8,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,46,,2,7,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,42,,2,7,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,40,,2,5,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,39,,2,5,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,38,,2,5,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,36,,2,5,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,36,,2,5,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,35,,2,4,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,35,,2,4,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,34,,2,5,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,34,,2,5,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,34,,2,4,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,32,,2,5,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,32,,2,4,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,31,,2,4,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,31,,2,4,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,29,,2,4,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,29,,2,4,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,29,,2,3,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,28,,2,5,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,28,,2,3,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,27,,2,4,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,25,,2,4,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,22,,2,3,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,35,,1,5,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,34,,1,4,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,31,,1,5,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,31,,1,5,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,31,,1,4,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,25,,1,3,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,24,,1,3,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,23,,1,3,,88,3,GOM
198002,1980,SPRING,1260,1,301,102,21,,1,3,,88,3,GOM
198002,1980,SPRING,1260,2,302,102,59,,2,10,,93,3.9,GOM
198002,1980,SPRING,1260,2,302,102,62,,2,13,,93,3.9,GOM
198002,1980,SPRING,1260,2,302,102,61,,2,13,,93,3.9,GOM
198002,1980,SPRING,1260,2,302,102,49,,2,8,,93,3.9,GOM
198002,1980,SPRING,1260,2,302,102,43,,2,6,,93,3.9,GOM
198002,1980,SPRING,1260,2,302,102,42,,2,6,,93,3.9,GOM
198002,1980,SPRING,1260,3,289,102,52,,2,11,,92,4.2,GOM
198002,1980,SPRING,1260,3,289,102,43,,2,6,,92,4.2,GOM
198002,1980,SPRING,1260,3,289,102,27,,2,3,,92,4.2,GOM
198002,1980,SPRING,1260,3,289,102,41,,1,6,,92,4.2,GOM
198002,1980,SPRING,1260,3,289,102,27,,1,3,,92,4.2,GOM
198002,1980,SPRING,1260,3,289,102,27,,0,3,,92,4.2,GOM
198002,1980,SPRING,1260,3,289,102,26,,0,3,,92,4.2,GOM
198002,1980,SPRING,1260,3,289,102,26,,0,3,,92,4.2,GOM
198002,1980,SPRING,1260,3,289,102,26,,0,3,,92,4.2,GOM
198002,1980,SPRING,1260,4,300,102,41,,2,5,,73,3.7,GOM
198002,1980,SPRING,1260,4,300,102,35,,2,4,,73,3.7,GOM
198002,1980,SPRING,1260,4,300,102,32,,2,4,,73,3.7,GOM
198002,1980,SPRING,1260,4,300,102,42,,1,5,,73,3.7,GOM
198002,1980,SPRING,1260,4,300,102,42,,2,5,,73,3.7,GOM
198002,1980,SPRING,1260,4,300,102,39,,2,5,,73,3.7,GOM
198002,1980,SPRING,1260,4,300,102,38,,2,4,,73,3.7,GOM
198002,1980,SPRING,1260,4,300,102,37,,2,5,,73,3.7,GOM
198002,1980,SPRING,1260,4,300,102,35,,2,5,,73,3.7,GOM
198002,1980,SPRING,1260,4,300,102,35,,2,4,,73,3.7,GOM
198002,1980,SPRING,1260,4,300,102,33,,2,4,,73,3.7,GOM
198002,1980,SPRING,1260,4,300,102,32,,2,4,,73,3.7,GOM
198002,1980,SPRING,1260,4,300,102,30,,2,4,,73,3.7,GOM
198002,1980,SPRING,1260,4,300,102,29,,2,4,,73,3.7,GOM
198002,1980,SPRING,1260,4,300,102,36,,1,5,,73,3.7,GOM
198002,1980,SPRING,1260,4,300,102,31,,1,3,,73,3.7,GOM
198002,1980,SPRING,1260,4,300,102,30,,1,4,,73,3.7,GOM
198002,1980,SPRING,1260,4,300,102,30,,1,4,,73,3.7,GOM
198002,1980,SPRING,1260,4,300,102,28,,1,4,,73,3.7,GOM
198002,1980,SPRING,1260,4,300,102,26,,1,3,,73,3.7,GOM
198002,1980,SPRING,1260,5,291,102,32,,2,4,,58,3.4,GOM
198002,1980,SPRING,1260,5,291,102,27,,2,3,,58,3.4,GOM
198002,1980,SPRING,1260,5,291,102,28,,1,3,,58,3.4,GOM
198002,1980,SPRING,1260,5,291,102,33,,2,4,,58,3.4,GOM
198002,1980,SPRING,1260,5,291,102,33,,2,4,,58,3.4,GOM
198002,1980,SPRING,1260,5,291,102,30,,2,4,,58,3.4,GOM
198002,1980,SPRING,1260,5,291,102,28,,2,3,,58,3.4,GOM
198002,1980,SPRING,1260,5,291,102,27,,2,3,,58,3.4,GOM
198002,1980,SPRING,1260,5,291,102,23,,2,3,,58,3.4,GOM
198002,1980,SPRING,1260,5,291,102,39,,1,6,,58,3.4,GOM
198002,1980,SPRING,1260,5,291,102,32,,1,4,,58,3.4,GOM
198002,1980,SPRING,1260,5,291,102,30,,1,4,,58,3.4,GOM
198002,1980,SPRING,1270,1,310,102,60,,2,4,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,60,,2,0,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,54,,2,11,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,54,,2,10,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,50,,2,10,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,50,,2,9,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,49,,2,10,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,42,,2,7,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,42,,2,7,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,42,,2,7,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,41,,2,6,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,40,,2,6,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,35,,2,5,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,35,,2,4,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,34,,2,5,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,34,,2,5,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,33,,2,5,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,32,,2,5,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,32,,2,5,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,32,,2,4,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,29,,2,4,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,27,,2,4,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,37,,1,6,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,32,,1,5,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,31,,1,5,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,30,,1,5,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,29,,1,4,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,28,,1,4,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,26,,1,5,,143,4.6,GOM
198002,1980,SPRING,1270,1,310,102,24,,1,4,,143,4.6,GOM
198002,1980,SPRING,1270,2,304,102,53,,2,9,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,44,,2,7,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,41,,2,6,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,38,,2,6,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,32,,2,5,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,24,,2,4,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,23,,2,3,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,36,,1,5,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,33,,1,5,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,47,,2,7,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,45,,2,7,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,45,,2,7,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,43,,2,6,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,43,,2,6,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,42,,2,6,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,40,,2,6,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,39,,2,6,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,38,,2,6,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,37,,2,6,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,36,,2,6,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,35,,2,5,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,34,,2,5,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,29,,2,5,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,29,,2,4,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,26,,2,4,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,24,,2,4,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,24,,2,4,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,23,,2,4,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,37,,1,5,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,37,,1,5,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,37,,1,5,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,35,,1,5,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,34,,1,5,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,33,,1,5,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,32,,1,5,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,27,,1,4,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,25,,1,4,,208,5,GOM
198002,1980,SPRING,1270,2,304,102,25,,1,4,,208,5,GOM
198002,1980,SPRING,1270,3,303,102,54,,2,9,,186,5,GOM
198002,1980,SPRING,1270,3,303,102,37,,2,6,,186,5,GOM
198002,1980,SPRING,1270,4,288,102,28,,2,4,,182,5.1,GOM
198002,1980,SPRING,1270,4,288,102,32,,1,4,,182,5.1,GOM
198002,1980,SPRING,1270,4,288,102,49,,2,6,,182,5.1,GOM
198002,1980,SPRING,1270,4,288,102,31,,2,4,,182,5.1,GOM
198002,1980,SPRING,1270,4,288,102,28,,2,4,,182,5.1,GOM
198002,1980,SPRING,1270,4,288,102,38,,1,5,,182,5.1,GOM
198002,1980,SPRING,1270,4,288,102,38,,1,5,,182,5.1,GOM
198002,1980,SPRING,1270,4,288,102,37,,1,5,,182,5.1,GOM
198002,1980,SPRING,1270,4,288,102,28,,1,3,,182,5.1,GOM
198002,1980,SPRING,1280,2,320,102,55,,2,9,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,51,,2,9,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,46,,2,6,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,45,,2,7,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,44,,2,7,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,43,,2,7,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,40,,2,6,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,39,,2,5,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,38,,2,6,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,36,,2,5,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,34,,2,5,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,32,,2,5,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,32,,2,5,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,26,,2,4,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,40,,1,6,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,38,,1,6,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,34,,1,5,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,30,,1,5,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,30,,1,4,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,27,,1,4,,205,5.3,GOM
198002,1980,SPRING,1280,2,320,102,24,,1,4,,205,5.3,GOM
198002,1980,SPRING,1280,4,321,102,44,,2,7,,205,4.5,GOM
198002,1980,SPRING,1280,4,321,102,42,,2,7,,205,4.5,GOM
198002,1980,SPRING,1280,4,321,102,39,,2,6,,205,4.5,GOM
198002,1980,SPRING,1280,4,321,102,35,,2,5,,205,4.5,GOM
198002,1980,SPRING,1280,4,321,102,34,,1,5,,205,4.5,GOM
198002,1980,SPRING,1280,4,321,102,31,,1,5,,205,4.5,GOM
198002,1980,SPRING,1280,5,317,102,46,,2,7,,246,5.9,GOM
198002,1980,SPRING,1280,5,317,102,50,,2,9,,246,5.9,GOM
198002,1980,SPRING,1280,5,317,102,46,,2,7,,246,5.9,GOM
198002,1980,SPRING,1280,5,317,102,45,,2,6,,246,5.9,GOM
198002,1980,SPRING,1280,5,317,102,45,,2,6,,246,5.9,GOM
198002,1980,SPRING,1280,6,322,102,47,,2,7,,226,4.9,GOM
198002,1980,SPRING,1280,6,322,102,55,,2,9,,226,4.9,GOM
198002,1980,SPRING,1280,6,322,102,48,,2,7,,226,4.9,GOM
198002,1980,SPRING,1280,6,322,102,47,,2,7,,226,4.9,GOM
198002,1980,SPRING,1280,6,322,102,39,,2,5,,226,4.9,GOM
198002,1980,SPRING,1280,6,322,102,43,,1,7,,226,4.9,GOM
198002,1980,SPRING,1280,7,324,102,46,,2,12,,207,5.4,GOM
198002,1980,SPRING,1280,7,324,102,31,,1,4,,207,5.4,GOM
198002,1980,SPRING,1280,7,324,102,38,,2,5,,207,5.4,GOM
198002,1980,SPRING,1280,7,324,102,39,,1,5,,207,5.4,GOM
198002,1980,SPRING,1280,7,324,102,34,,1,4,,207,5.4,GOM
198002,1980,SPRING,1290,4,325,102,38,,2,5,,201,5.4,GOM
198002,1980,SPRING,1290,4,325,102,35,,2,5,,201,5.4,GOM
198002,1980,SPRING,1290,4,325,102,34,,1,5,,201,5.4,GOM
198002,1980,SPRING,1290,4,325,102,33,,1,5,,201,5.4,GOM
198002,1980,SPRING,1290,7,326,102,34,,2,5,,198,5.4,GOM
198002,1980,SPRING,1360,1,356,102,40,,2,7,,220,6.1,GOM
198002,1980,SPRING,1360,3,354,102,45,,2,9,,225,6.8,GOM
198002,1980,SPRING,1360,3,354,102,44,,2,8,,225,6.8,GOM
198002,1980,SPRING,1360,3,354,102,24,,1,3,,225,6.8,GOM
198002,1980,SPRING,1360,4,352,102,44,,1,7,,205,6.7,GOM
198002,1980,SPRING,1360,4,352,102,49,,2,9,,205,6.7,GOM
198002,1980,SPRING,1360,4,352,102,45,,2,8,,205,6.7,GOM
198002,1980,SPRING,1360,5,332,102,38,,1,6,,183,5.8,GOM
198002,1980,SPRING,1360,6,331,102,29,,1,5,,228,6.6,GOM
198002,1980,SPRING,1360,6,331,102,29,,1,4,,228,6.6,GOM
198002,1980,SPRING,1360,6,331,102,25,,1,3,,228,6.6,GOM
198002,1980,SPRING,1360,7,355,102,52,,2,9,,220,6.6,GOM
198002,1980,SPRING,1360,7,355,102,34,,2,5,,220,6.6,GOM
198002,1980,SPRING,1360,7,355,102,27,,2,4,,220,6.6,GOM
198002,1980,SPRING,1370,3,316,102,44,,2,6,,174,5,GOM
198002,1980,SPRING,1370,4,318,102,48,,2,7,,162,5.4,GOM
198002,1980,SPRING,1370,4,318,102,47,,2,7,,162,5.4,GOM
198002,1980,SPRING,1370,4,318,102,39,,2,6,,162,5.4,GOM
198002,1980,SPRING,1370,4,318,102,39,,2,6,,162,5.4,GOM
198002,1980,SPRING,1370,4,318,102,38,,2,6,,162,5.4,GOM
198002,1980,SPRING,1370,4,318,102,37,,2,5,,162,5.4,GOM
198002,1980,SPRING,1370,4,318,102,34,,2,5,,162,5.4,GOM
198002,1980,SPRING,1370,4,318,102,33,,2,5,,162,5.4,GOM
198002,1980,SPRING,1370,4,318,102,31,,2,5,,162,5.4,GOM
198002,1980,SPRING,1370,4,318,102,31,,2,5,,162,5.4,GOM
198002,1980,SPRING,1370,4,318,102,36,,1,5,,162,5.4,GOM
198002,1980,SPRING,1370,4,318,102,32,,1,4,,162,5.4,GOM
198002,1980,SPRING,1370,5,315,102,44,,2,6,,149,4.8,GOM
198002,1980,SPRING,1370,5,315,102,38,,2,5,,149,4.8,GOM
198002,1980,SPRING,1370,5,315,102,26,,2,3,,149,4.8,GOM
198002,1980,SPRING,1370,5,315,102,38,,1,6,,149,4.8,GOM
198002,1980,SPRING,1370,5,315,102,50,,2,10,,149,4.8,GOM
198002,1980,SPRING,1370,5,315,102,49,,2,9,,149,4.8,GOM
198002,1980,SPRING,1370,5,315,102,48,,2,7,,149,4.8,GOM
198002,1980,SPRING,1370,5,315,102,44,,2,6,,149,4.8,GOM
198002,1980,SPRING,1370,5,315,102,41,,2,6,,149,4.8,GOM
198002,1980,SPRING,1370,5,315,102,39,,2,6,,149,4.8,GOM
198002,1980,SPRING,1370,5,315,102,37,,2,5,,149,4.8,GOM
198002,1980,SPRING,1370,5,315,102,35,,2,5,,149,4.8,GOM
198002,1980,SPRING,1370,5,315,102,35,,2,5,,149,4.8,GOM
198002,1980,SPRING,1370,5,315,102,44,,1,6,,149,4.8,GOM
198002,1980,SPRING,1370,5,315,102,39,,1,5,,149,4.8,GOM
198002,1980,SPRING,1370,5,315,102,37,,1,5,,149,4.8,GOM
198002,1980,SPRING,1370,5,315,102,36,,1,5,,149,4.8,GOM
198002,1980,SPRING,1370,5,315,102,29,,1,3,,149,4.8,GOM
198002,1980,SPRING,1370,5,315,102,27,,1,3,,149,4.8,GOM
198002,1980,SPRING,1380,2,313,102,38,,2,6,,159,,GOM
198002,1980,SPRING,1380,2,313,102,32,,1,4,,159,,GOM
198002,1980,SPRING,1380,2,313,102,52,,2,9,,159,,GOM
198002,1980,SPRING,1380,2,313,102,39,,2,6,,159,,GOM
198002,1980,SPRING,1380,2,313,102,36,,1,5,,159,,GOM
198002,1980,SPRING,1380,2,313,102,33,,1,5,,159,,GOM
198002,1980,SPRING,1380,2,313,102,33,,1,4,,159,,GOM
198002,1980,SPRING,1380,3,312,102,54,,2,10,,181,4.9,GOM
198002,1980,SPRING,1380,3,312,102,51,,2,10,,181,4.9,GOM
198002,1980,SPRING,1380,3,312,102,49,,2,9,,181,4.9,GOM
198002,1980,SPRING,1380,3,312,102,48,,2,7,,181,4.9,GOM
198002,1980,SPRING,1380,3,312,102,45,,2,7,,181,4.9,GOM
198002,1980,SPRING,1380,3,312,102,43,,2,6,,181,4.9,GOM
198002,1980,SPRING,1380,3,312,102,43,,2,6,,181,4.9,GOM
198002,1980,SPRING,1380,3,312,102,41,,2,6,,181,4.9,GOM
198002,1980,SPRING,1380,3,312,102,38,,2,6,,181,4.9,GOM
198002,1980,SPRING,1380,3,312,102,35,,2,6,,181,4.9,GOM
198002,1980,SPRING,1380,3,312,102,34,,2,5,,181,4.9,GOM
